path;year;n_neg_messages;n_pos_messages;n_negs;no_pos;n_commits
dev-haskell;2007;204;137;220;143;80
dev-haskell;2008;53;34;56;34;37
dev-haskell;2009;98;81;101;81;59
dev-haskell;2010;107;71;114;71;76
dev-haskell;2011;91;61;96;62;53
dev-haskell;2012;306;218;330;221;137
dev-haskell;2013;239;194;251;196;142
dev-haskell;2014;158;98;186;99;118
dev-haskell;2015;169;110;185;112;147
dev-haskell;2016;95;61;103;64;55
dev-haskell;2017;52;39;55;40;43
dev-haskell;2018;32;18;36;18;33
dev-haskell;2019;26;11;27;11;40
dev-haskell;2020;67;58;75;58;108
dev-haskell;2021;32;24;39;25;48
dev-haskell;2022;16;11;20;11;30
dev-haskell;2023;1;1;1;1;4
dev-java;2001;45;60;47;62;23
dev-java;2002;350;470;360;488;171
dev-java;2003;401;354;413;362;179
dev-java;2004;827;618;879;632;509
dev-java;2005;861;668;908;689;505
dev-java;2006;798;605;852;622;469
dev-java;2007;900;656;964;678;908
dev-java;2008;422;353;450;358;579
dev-java;2009;393;310;416;325;409
dev-java;2010;313;239;323;241;394
dev-java;2011;335;233;373;238;314
dev-java;2012;544;387;597;394;341
dev-java;2013;327;250;344;252;252
dev-java;2014;314;194;367;196;225
dev-java;2015;404;284;429;292;467
dev-java;2016;269;191;295;202;296
dev-java;2017;245;179;269;186;206
dev-java;2018;101;42;108;42;157
dev-java;2019;93;57;106;57;183
dev-java;2020;109;69;115;69;231
dev-java;2021;158;92;187;94;488
dev-java;2022;161;109;182;109;742
dev-java;2023;12;8;15;8;121
dev-lang;2001;121;117;128;121;74
dev-lang;2002;394;510;403;528;201
dev-lang;2003;676;677;708;695;424
dev-lang;2004;747;582;800;603;522
dev-lang;2005;783;646;824;665;565
dev-lang;2006;1020;745;1097;772;703
dev-lang;2007;817;592;870;609;708
dev-lang;2008;450;331;481;337;589
dev-lang;2009;451;336;475;351;559
dev-lang;2010;401;328;416;329;646
dev-lang;2011;415;327;449;334;612
dev-lang;2012;771;573;825;585;763
dev-lang;2013;587;428;617;433;598
dev-lang;2014;483;297;565;299;564
dev-lang;2015;482;298;527;306;529
dev-lang;2016;427;296;471;316;556
dev-lang;2017;381;262;407;266;610
dev-lang;2018;219;128;239;130;587
dev-lang;2019;236;123;275;124;686
dev-lang;2020;264;192;291;194;794
dev-lang;2021;200;132;238;135;807
dev-lang;2022;164;112;183;112;822
dev-lang;2023;15;9;17;10;174
dev-libs;2001;149;153;159;165;93
dev-libs;2002;525;720;542;752;386
dev-libs;2003;833;813;866;835;763
dev-libs;2004;989;758;1049;783;1298
dev-libs;2005;1006;796;1057;816;1161
dev-libs;2006;1205;878;1298;908;1256
dev-libs;2007;938;698;1003;722;1160
dev-libs;2008;564;433;600;439;1098
dev-libs;2009;591;441;625;461;1207
dev-libs;2010;457;372;474;375;1181
dev-libs;2011;508;395;548;404;1213
dev-libs;2012;883;663;967;676;1458
dev-libs;2013;714;504;752;511;1192
dev-libs;2014;592;374;691;378;1127
dev-libs;2015;546;347;593;356;1102
dev-libs;2016;551;372;597;396;1027
dev-libs;2017;507;342;548;351;1338
dev-libs;2018;288;158;318;161;1432
dev-libs;2019;253;139;291;140;1447
dev-libs;2020;298;208;328;210;1722
dev-libs;2021;222;147;264;150;1589
dev-libs;2022;178;126;199;126;1714
dev-libs;2023;16;14;20;16;357
dev-lisp;2001;20;17;21;17;7
dev-lisp;2002;105;158;107;167;50
dev-lisp;2003;305;264;320;275;109
dev-lisp;2004;425;318;452;330;179
dev-lisp;2005;513;411;543;424;204
dev-lisp;2006;341;253;364;263;132
dev-lisp;2007;152;121;159;123;76
dev-lisp;2008;62;50;68;51;46
dev-lisp;2009;50;29;51;30;35
dev-lisp;2010;39;40;40;40;25
dev-lisp;2011;28;23;31;23;13
dev-lisp;2012;84;55;87;55;29
dev-lisp;2013;78;40;81;42;24
dev-lisp;2014;49;28;56;29;29
dev-lisp;2015;55;35;59;36;45
dev-lisp;2016;47;27;50;29;37
dev-lisp;2017;50;48;55;50;67
dev-lisp;2018;54;31;56;32;63
dev-lisp;2019;13;5;13;5;24
dev-lisp;2020;17;15;20;15;33
dev-lisp;2021;29;24;38;25;41
dev-lisp;2022;33;14;38;14;52
dev-lisp;2023;2;NA;2;NA;9
dev-lua;2010;2;1;2;1;3
dev-lua;2011;27;17;30;17;15
dev-lua;2012;69;61;74;61;25
dev-lua;2013;60;37;64;38;24
dev-lua;2014;70;44;81;44;43
dev-lua;2015;46;30;51;31;40
dev-lua;2016;37;25;37;26;25
dev-lua;2017;49;43;54;44;44
dev-lua;2018;20;7;21;7;24
dev-lua;2019;41;19;43;19;58
dev-lua;2020;62;42;71;42;105
dev-lua;2021;68;37;81;39;117
dev-lua;2022;35;21;39;21;84
dev-lua;2023;2;1;2;1;13
dev-ml;2002;29;30;29;30;10
dev-ml;2003;48;34;49;35;19
dev-ml;2004;162;115;171;121;56
dev-ml;2005;96;89;102;94;48
dev-ml;2006;60;40;65;40;24
dev-ml;2007;159;104;172;109;59
dev-ml;2008;107;74;114;74;97
dev-ml;2009;80;65;83;70;67
dev-ml;2010;55;51;56;51;52
dev-ml;2011;92;83;100;84;71
dev-ml;2012;238;174;263;176;116
dev-ml;2013;143;103;160;103;76
dev-ml;2014;93;59;110;60;54
dev-ml;2015;155;107;166;108;113
dev-ml;2016;215;157;229;163;135
dev-ml;2017;230;166;244;168;206
dev-ml;2018;38;17;42;18;29
dev-ml;2019;37;12;47;12;58
dev-ml;2020;82;63;87;65;135
dev-ml;2021;112;83;134;85;255
dev-ml;2022;79;56;92;56;229
dev-ml;2023;11;4;14;4;87
dev-perl;2001;85;120;90;126;60
dev-perl;2002;353;455;365;475;181
dev-perl;2003;563;559;587;577;307
dev-perl;2004;737;552;789;570;505
dev-perl;2005;789;607;827;622;580
dev-perl;2006;915;670;980;693;622
dev-perl;2007;641;459;690;471;392
dev-perl;2008;345;236;373;240;346
dev-perl;2009;497;374;525;393;568
dev-perl;2010;349;299;363;302;501
dev-perl;2011;394;304;429;311;437
dev-perl;2012;738;538;810;549;597
dev-perl;2013;459;348;479;354;385
dev-perl;2014;418;277;478;279;454
dev-perl;2015;320;194;353;197;334
dev-perl;2016;369;247;404;264;408
dev-perl;2017;404;260;442;268;476
dev-perl;2018;185;106;202;108;384
dev-perl;2019;126;59;149;60;176
dev-perl;2020;164;109;178;110;300
dev-perl;2021;173;110;204;113;549
dev-perl;2022;78;38;85;38;208
dev-perl;2023;4;7;5;9;39
dev-php;2002;108;126;111;130;53
dev-php;2003;368;372;387;383;186
dev-php;2004;504;368;537;381;234
dev-php;2005;654;507;692;520;362
dev-php;2006;392;264;428;273;161
dev-php;2007;172;126;183;130;129
dev-php;2008;97;71;103;71;78
dev-php;2009;75;55;78;56;41
dev-php;2010;85;51;88;51;77
dev-php;2011;201;146;217;148;165
dev-php;2012;418;286;453;293;247
dev-php;2013;205;148;219;149;116
dev-php;2014;124;87;134;89;86
dev-php;2015;199;129;219;132;151
dev-php;2016;170;121;186;129;119
dev-php;2017;229;163;255;170;207
dev-php;2018;69;29;72;30;112
dev-php;2019;75;39;84;39;115
dev-php;2020;76;53;82;54;102
dev-php;2021;50;31;58;32;120
dev-php;2022;29;21;30;21;83
dev-php;2023;4;1;4;1;7
dev-php4;2005;96;57;98;57;32
dev-php4;2006;230;170;248;182;93
dev-php4;2007;149;116;164;120;69
dev-php4;2008;1;3;1;3;3
dev-php5;2005;126;71;131;72;41
dev-php5;2006;509;367;545;382;185
dev-php5;2007;316;222;345;234;160
dev-php5;2008;170;132;177;134;117
dev-php5;2009;82;69;83;72;60
dev-php5;2010;176;129;184;129;140
dev-php5;2011;120;90;132;91;90
dev-python;2001;97;78;101;88;35
dev-python;2002;292;433;302;450;159
dev-python;2003;595;577;625;596;338
dev-python;2004;826;616;879;635;584
dev-python;2005;818;631;856;648;569
dev-python;2006;963;733;1036;755;656
dev-python;2007;903;666;962;690;866
dev-python;2008;498;369;528;374;745
dev-python;2009;571;423;604;443;1023
dev-python;2010;434;347;448;350;1067
dev-python;2011;482;372;526;380;913
dev-python;2012;880;658;963;672;1253
dev-python;2013;741;522;780;529;1536
dev-python;2014;613;386;711;390;1443
dev-python;2015;563;364;610;373;1520
dev-python;2016;560;376;609;398;1277
dev-python;2017;509;347;550;356;1597
dev-python;2018;289;160;319;163;1577
dev-python;2019;254;142;292;143;1444
dev-python;2020;298;209;328;211;2296
dev-python;2021;225;148;267;151;1939
dev-python;2022;178;125;199;125;1785
dev-python;2023;17;14;21;16;412
dev-qt;2013;129;82;132;85;83
dev-qt;2014;74;31;81;31;66
dev-qt;2015;134;79;145;79;126
dev-qt;2016;161;107;170;113;83
dev-qt;2017;132;92;147;93;102
dev-qt;2018;81;42;87;44;113
dev-qt;2019;64;37;79;38;86
dev-qt;2020;92;50;103;50;120
dev-qt;2021;46;36;53;36;108
dev-qt;2022;47;36;54;36;129
dev-qt;2023;1;2;1;2;37
dev-ros;2015;51;42;55;42;34
dev-ros;2016;123;93;131;96;95
dev-ros;2017;170;118;180;120;111
dev-ros;2018;45;26;47;27;51
dev-ros;2019;18;9;22;10;23
dev-ros;2020;30;33;35;34;43
dev-ros;2021;25;16;30;16;30
dev-ros;2022;12;10;12;10;19
dev-ruby;2001;7;11;7;11;5
dev-ruby;2002;111;144;114;151;39
dev-ruby;2003;212;236;223;242;91
dev-ruby;2004;439;327;465;340;200
dev-ruby;2005;467;377;488;389;219
dev-ruby;2006;654;455;703;469;251
dev-ruby;2007;656;492;694;505;479
dev-ruby;2008;343;276;368;280;397
dev-ruby;2009;461;345;488;360;471
dev-ruby;2010;372;287;386;289;556
dev-ruby;2011;448;318;486;324;539
dev-ruby;2012;769;584;828;597;559
dev-ruby;2013;618;434;648;439;544
dev-ruby;2014;584;373;678;378;665
dev-ruby;2015;544;350;588;358;714
dev-ruby;2016;549;365;598;388;548
dev-ruby;2017;492;333;527;338;579
dev-ruby;2018;262;147;290;150;509
dev-ruby;2019;228;134;259;135;516
dev-ruby;2020;234;172;256;173;444
dev-ruby;2021;206;137;245;139;508
dev-ruby;2022;121;88;132;88;398
dev-ruby;2023;11;7;15;8;100
dev-scheme;2004;63;59;66;60;19
dev-scheme;2005;80;64;87;70;27
dev-scheme;2006;164;159;180;159;57
dev-scheme;2007;379;262;404;274;154
dev-scheme;2008;116;97;131;99;95
dev-scheme;2009;94;81;99;82;72
dev-scheme;2010;70;47;74;49;49
dev-scheme;2011;53;60;56;60;48
dev-scheme;2012;65;47;68;48;39
dev-scheme;2013;52;40;56;41;28
dev-scheme;2014;40;25;52;25;19
dev-scheme;2015;75;42;83;44;31
dev-scheme;2016;72;57;77;68;48
dev-scheme;2017;51;32;58;32;33
dev-scheme;2018;49;30;51;31;77
dev-scheme;2019;26;10;29;10;35
dev-scheme;2020;54;44;61;44;54
dev-scheme;2021;45;30;50;31;78
dev-scheme;2022;37;20;43;20;80
dev-scheme;2023;3;3;3;4;19
dev-tcltk;2001;13;14;13;14;6
dev-tcltk;2002;51;78;51;81;26
dev-tcltk;2003;117;101;124;106;53
dev-tcltk;2004;314;213;335;218;115
dev-tcltk;2005;160;122;168;126;71
dev-tcltk;2006;199;149;212;153;67
dev-tcltk;2007;163;124;174;128;68
dev-tcltk;2008;41;45;46;45;30
dev-tcltk;2009;87;73;91;76;53
dev-tcltk;2010;113;107;119;107;90
dev-tcltk;2011;111;94;123;96;102
dev-tcltk;2012;162;107;167;110;86
dev-tcltk;2013;159;109;173;110;75
dev-tcltk;2014;54;33;59;33;34
dev-tcltk;2015;73;49;75;49;74
dev-tcltk;2016;26;24;28;24;19
dev-tcltk;2017;55;44;57;44;31
dev-tcltk;2018;27;13;29;14;48
dev-tcltk;2019;51;18;58;18;74
dev-tcltk;2020;43;26;44;26;65
dev-tcltk;2021;42;23;52;23;66
dev-tcltk;2022;24;11;24;11;41
dev-tcltk;2023;2;2;3;2;21
dev-tex;2003;113;113;116;116;39
dev-tex;2004;348;244;373;254;129
dev-tex;2005;280;203;297;208;101
dev-tex;2006;267;179;294;183;91
dev-tex;2007;163;125;178;128;75
dev-tex;2008;205;154;216;154;197
dev-tex;2009;178;131;189;137;116
dev-tex;2010;91;79;95;80;116
dev-tex;2011;84;77;89;77;105
dev-tex;2012;205;161;219;164;130
dev-tex;2013;180;127;194;129;109
dev-tex;2014;105;64;114;66;56
dev-tex;2015;99;48;105;50;73
dev-tex;2016;86;60;95;62;77
dev-tex;2017;127;91;139;93;128
dev-tex;2018;64;24;70;24;53
dev-tex;2019;77;37;87;37;84
dev-tex;2020;67;39;77;39;73
dev-tex;2021;43;40;52;41;91
dev-tex;2022;8;12;8;12;23
dev-texlive;2007;28;14;29;15;19
dev-texlive;2008;38;35;39;35;35
dev-texlive;2009;33;33;35;33;20
dev-texlive;2010;22;27;23;27;35
dev-texlive;2011;46;41;49;41;37
dev-texlive;2012;93;73;96;73;36
dev-texlive;2013;20;24;22;24;18
dev-texlive;2014;11;5;13;5;6
dev-texlive;2015;19;16;19;16;18
dev-texlive;2016;24;21;24;22;7
dev-texlive;2017;44;19;51;19;34
dev-texlive;2018;21;10;21;11;24
dev-texlive;2019;26;16;31;16;24
dev-texlive;2020;31;25;36;25;32
dev-texlive;2021;10;4;14;4;17
dev-texlive;2022;1;1;1;1;9
dev-tinyos;2006;45;34;49;35;22
dev-tinyos;2007;13;5;13;5;3
dev-tinyos;2008;3;4;3;4;3
dev-tinyos;2009;;1;;1;3
dev-tinyos;2010;1;NA;1;NA;1
dev-util;2001;211;237;220;258;121
dev-util;2002;472;652;490;683;314
dev-util;2003;787;787;825;809;632
dev-util;2004;992;738;1053;763;1158
dev-util;2005;998;782;1047;802;1167
dev-util;2006;1171;837;1259;863;959
dev-util;2007;884;668;945;692;1165
dev-util;2008;553;424;586;430;1040
dev-util;2009;554;420;584;438;1128
dev-util;2010;410;332;425;333;883
dev-util;2011;457;347;487;355;793
dev-util;2012;836;623;918;637;1050
dev-util;2013;661;455;697;460;768
dev-util;2014;555;355;641;359;697
dev-util;2015;498;319;539;327;762
dev-util;2016;516;357;558;379;757
dev-util;2017;496;326;537;334;1008
dev-util;2018;270;149;299;152;1010
dev-util;2019;242;137;276;138;1122
dev-util;2020;294;206;324;208;1313
dev-util;2021;224;141;266;144;1428
dev-util;2022;177;125;198;125;1565
dev-util;2023;16;10;19;11;410
dev-vcs;2010;240;199;252;201;288
dev-vcs;2011;275;196;296;198;306
dev-vcs;2012;546;404;597;412;334
dev-vcs;2013;374;262;394;264;265
dev-vcs;2014;345;202;384;204;329
dev-vcs;2015;303;215;323;220;273
dev-vcs;2016;295;208;322;224;255
dev-vcs;2017;264;181;288;184;265
dev-vcs;2018;136;80;152;82;228
dev-vcs;2019;129;67;156;68;238
dev-vcs;2020;148;96;163;96;270
dev-vcs;2021;112;76;133;78;252
dev-vcs;2022;80;49;92;49;263
dev-vcs;2023;14;10;16;12;62
eclass;2001;47;74;48;80;23
eclass;2002;425;616;437;643;260
eclass;2003;697;701;727;720;486
eclass;2004;874;681;927;703;672
eclass;2005;947;756;995;776;858
eclass;2006;1118;813;1200;842;805
eclass;2007;751;536;795;548;528
eclass;2008;414;320;445;325;467
eclass;2009;459;356;482;372;509
eclass;2010;341;277;353;278;474
eclass;2011;405;302;442;311;500
eclass;2012;710;537;785;548;523
eclass;2013;531;382;562;386;455
eclass;2014;387;248;434;252;364
eclass;2015;409;255;445;263;449
eclass;2016;373;248;410;265;365
eclass;2017;302;222;319;226;321
eclass;2018;134;81;144;82;272
eclass;2019;183;95;215;96;329
eclass;2020;226;144;248;145;331
eclass;2021;133;92;160;94;380
eclass;2022;110;87;126;87;391
eclass;2023;9;11;11;12;94
files;2001;95;87;98;99;44
files;2003;2;2;2;2;1
fresco-base;2002;12;17;13;18;4
fresco-base;2003;18;18;19;18;11
fresco-base;2004;10;13;11;13;4
games-action;2003;121;110;125;115;57
games-action;2004;341;268;363;276;142
games-action;2005;360;262;374;271;132
games-action;2006;430;332;464;343;140
games-action;2007;221;174;239;180;91
games-action;2008;109;85;110;86;94
games-action;2009;181;129;189;133;101
games-action;2010;124;105;130;105;115
games-action;2011;112;92;118;94;88
games-action;2012;144;110;154;112;82
games-action;2013;110;68;116;68;70
games-action;2014;100;51;114;52;62
games-action;2015;95;63;99;66;78
games-action;2016;74;55;76;61;57
games-action;2017;52;51;56;52;57
games-action;2018;29;12;30;12;36
games-action;2019;8;10;8;10;30
games-action;2020;23;15;26;15;47
games-action;2021;28;23;35;24;86
games-action;2022;41;27;48;27;78
games-action;2023;3;1;4;1;9
games-arcade;2003;168;136;173;141;67
games-arcade;2004;501;381;536;395;238
games-arcade;2005;442;362;464;369;181
games-arcade;2006;540;358;581;370;191
games-arcade;2007;385;290;414;301;152
games-arcade;2008;134;86;142;86;122
games-arcade;2009;194;157;202;164;147
games-arcade;2010;115;98;119;98;135
games-arcade;2011;110;74;114;76;73
games-arcade;2012;200;144;231;146;93
games-arcade;2013;125;111;131;111;66
games-arcade;2014;69;53;78;55;60
games-arcade;2015;101;60;111;62;82
games-arcade;2016;87;49;94;51;51
games-arcade;2017;51;51;56;52;46
games-arcade;2018;34;20;36;20;42
games-arcade;2019;33;19;40;19;32
games-arcade;2020;32;27;36;28;54
games-arcade;2021;35;19;43;21;90
games-arcade;2022;22;10;25;10;50
games-arcade;2023;1;3;1;3;15
games-board;2003;90;78;91;83;33
games-board;2004;313;259;332;268;141
games-board;2005;327;267;346;277;116
games-board;2006;451;345;476;355;135
games-board;2007;320;227;354;233;112
games-board;2008;114;95;121;96;92
games-board;2009;170;139;182;147;119
games-board;2010;132;128;135;128;150
games-board;2011;122;82;132;85;77
games-board;2012;231;174;246;179;116
games-board;2013;192;125;198;125;104
games-board;2014;155;97;182;97;103
games-board;2015;140;94;148;96;108
games-board;2016;113;85;125;91;79
games-board;2017;72;71;76;72;62
games-board;2018;36;23;39;23;40
games-board;2019;39;19;45;19;43
games-board;2020;39;31;40;31;63
games-board;2021;48;27;57;28;92
games-board;2022;22;13;23;13;55
games-board;2023;3;2;3;2;14
games-emulation;2003;141;119;148;125;61
games-emulation;2004;471;368;503;382;206
games-emulation;2005;423;313;444;322;176
games-emulation;2006;489;348;526;355;168
games-emulation;2007;279;221;300;225;117
games-emulation;2008;149;126;161;129;90
games-emulation;2009;196;141;207;147;123
games-emulation;2010;118;105;122;106;133
games-emulation;2011;91;70;96;72;81
games-emulation;2012;174;123;183;126;67
games-emulation;2013;173;140;181;140;76
games-emulation;2014;85;56;102;57;52
games-emulation;2015;143;69;159;73;112
games-emulation;2016;94;59;97;62;75
games-emulation;2017;87;57;92;58;54
games-emulation;2018;40;20;43;20;65
games-emulation;2019;33;13;38;13;40
games-emulation;2020;51;33;60;34;93
games-emulation;2021;48;32;57;32;112
games-emulation;2022;55;34;58;34;115
games-emulation;2023;6;6;7;7;36
games-engines;2003;35;17;35;18;7
games-engines;2004;143;114;149;117;64
games-engines;2005;98;88;102;93;37
games-engines;2006;165;93;175;95;41
games-engines;2007;79;53;83;54;32
games-engines;2008;91;63;93;65;36
games-engines;2009;83;67;87;72;54
games-engines;2010;48;36;50;36;47
games-engines;2011;55;35;57;35;44
games-engines;2012;122;91;134;93;71
games-engines;2013;126;87;134;87;55
games-engines;2014;82;44;104;44;54
games-engines;2015;116;65;122;67;59
games-engines;2016;41;33;43;34;26
games-engines;2017;28;36;31;38;26
games-engines;2018;28;11;28;11;30
games-engines;2019;10;8;12;9;22
games-engines;2020;52;32;58;33;56
games-engines;2021;39;17;51;18;68
games-engines;2022;15;16;18;16;43
games-engines;2023;1;2;1;2;4
games-fps;2003;198;154;204;163;72
games-fps;2004;454;383;486;394;224
games-fps;2005;461;355;485;364;188
games-fps;2006;580;425;617;442;196
games-fps;2007;273;215;295;220;122
games-fps;2008;119;93;121;93;74
games-fps;2009;186;127;200;132;115
games-fps;2010;109;92;110;92;96
games-fps;2011;100;66;108;68;63
games-fps;2012;297;203;320;208;106
games-fps;2013;169;126;177;128;86
games-fps;2014;124;74;146;74;72
games-fps;2015;63;40;66;40;70
games-fps;2016;100;52;107;54;51
games-fps;2017;47;53;51;54;41
games-fps;2018;37;28;37;29;49
games-fps;2019;39;21;46;22;59
games-fps;2020;25;25;26;25;55
games-fps;2021;36;24;42;24;66
games-fps;2022;22;11;23;11;48
games-fps;2023;1;NA;1;NA;7
games-kids;2003;28;27;28;29;10
games-kids;2004;100;92;107;96;50
games-kids;2005;158;133;168;137;44
games-kids;2006;101;90;104;91;33
games-kids;2007;101;71;107;76;33
games-kids;2008;69;58;80;62;28
games-kids;2009;30;25;30;27;26
games-kids;2010;20;12;22;12;17
games-kids;2011;66;45;69;46;29
games-kids;2012;33;27;37;27;18
games-kids;2013;51;39;53;39;25
games-kids;2014;23;14;24;14;9
games-kids;2015;34;22;35;22;25
games-kids;2016;16;7;16;7;13
games-kids;2017;16;23;18;24;8
games-kids;2018;2;2;2;2;6
games-kids;2019;6;2;6;2;10
games-kids;2020;3;1;3;1;5
games-kids;2021;3;2;3;2;11
games-kids;2022;1;4;1;4;6
games-misc;2003;82;60;86;62;25
games-misc;2004;294;236;314;247;116
games-misc;2005;202;168;215;172;84
games-misc;2006;224;141;236;142;69
games-misc;2007;136;101;147;104;47
games-misc;2008;89;60;101;64;55
games-misc;2009;86;59;92;62;58
games-misc;2010;84;60;89;61;73
games-misc;2011;48;25;49;25;27
games-misc;2012;102;96;108;98;41
games-misc;2013;49;52;50;52;43
games-misc;2014;53;30;62;30;38
games-misc;2015;88;48;92;49;53
games-misc;2016;46;26;52;26;28
games-misc;2017;41;43;44;44;19
games-misc;2018;19;9;20;9;27
games-misc;2019;14;6;19;6;23
games-misc;2020;42;22;51;22;42
games-misc;2021;24;10;31;10;51
games-misc;2022;18;22;21;22;52
games-misc;2023;2;NA;2;NA;8
games-mud;2003;46;31;47;33;13
games-mud;2004;179;155;185;162;79
games-mud;2005;150;117;157;120;50
games-mud;2006;66;48;70;50;30
games-mud;2007;111;102;123;104;33
games-mud;2008;55;34;56;34;39
games-mud;2009;82;66;84;70;45
games-mud;2010;56;52;57;52;38
games-mud;2011;49;34;54;34;28
games-mud;2012;23;24;24;26;18
games-mud;2013;37;36;39;36;14
games-mud;2014;16;10;19;11;16
games-mud;2015;29;17;31;18;17
games-mud;2016;22;15;25;16;12
games-mud;2017;28;28;32;29;17
games-mud;2018;1;1;1;1;3
games-mud;2019;11;1;11;1;9
games-mud;2020;4;1;4;1;5
games-mud;2021;5;2;5;2;9
games-puzzle;2003;117;96;120;101;40
games-puzzle;2004;332;255;357;266;151
games-puzzle;2005;265;222;280;230;111
games-puzzle;2006;369;250;393;265;119
games-puzzle;2007;233;162;251;166;76
games-puzzle;2008;115;98;124;100;111
games-puzzle;2009;205;161;218;171;141
games-puzzle;2010;110;120;114;122;155
games-puzzle;2011;99;81;102;82;89
games-puzzle;2012;186;137;200;140;85
games-puzzle;2013;123;112;127;112;69
games-puzzle;2014;94;61;115;64;64
games-puzzle;2015;129;74;140;76;112
games-puzzle;2016;49;32;53;32;48
games-puzzle;2017;89;77;102;82;49
games-puzzle;2018;33;22;38;22;36
games-puzzle;2019;31;12;38;12;40
games-puzzle;2020;40;27;41;27;51
games-puzzle;2021;44;29;53;30;84
games-puzzle;2022;16;9;16;9;37
games-puzzle;2023;5;3;6;3;16
games-roguelike;2003;78;62;80;64;23
games-roguelike;2004;154;125;164;129;65
games-roguelike;2005;92;87;95;90;40
games-roguelike;2006;197;149;217;159;46
games-roguelike;2007;96;68;104;72;33
games-roguelike;2008;29;27;36;29;15
games-roguelike;2009;56;38;58;40;31
games-roguelike;2010;33;48;35;48;35
games-roguelike;2011;24;22;26;22;19
games-roguelike;2012;43;35;43;35;23
games-roguelike;2013;75;66;78;66;47
games-roguelike;2014;43;17;59;17;37
games-roguelike;2015;68;47;71;50;47
games-roguelike;2016;49;39;53;40;33
games-roguelike;2017;38;34;42;35;19
games-roguelike;2018;16;9;21;10;18
games-roguelike;2019;11;10;12;10;36
games-roguelike;2020;17;14;21;14;25
games-roguelike;2021;17;9;22;9;42
games-roguelike;2022;15;5;15;5;24
games-roguelike;2023;1;NA;1;NA;5
games-rpg;2003;76;76;77;78;23
games-rpg;2004;168;174;180;177;98
games-rpg;2005;215;181;224;188;75
games-rpg;2006;357;261;382;269;108
games-rpg;2007;172;125;190;130;60
games-rpg;2008;67;53;72;53;45
games-rpg;2009;57;57;58;59;48
games-rpg;2010;76;82;78;83;64
games-rpg;2011;28;17;29;17;36
games-rpg;2012;108;94;117;98;63
games-rpg;2013;151;104;159;105;83
games-rpg;2014;68;42;81;42;43
games-rpg;2015;79;44;86;45;75
games-rpg;2016;58;51;63;51;42
games-rpg;2017;54;58;56;60;48
games-rpg;2018;14;11;15;11;33
games-rpg;2019;19;11;21;11;16
games-rpg;2020;7;5;7;5;21
games-rpg;2021;18;17;19;18;41
games-rpg;2022;11;6;11;6;21
games-server;2003;87;66;90;67;23
games-server;2004;176;129;193;133;63
games-server;2005;169;128;180;129;41
games-server;2006;117;87;131;91;29
games-server;2007;55;35;58;36;21
games-server;2008;10;14;11;14;21
games-server;2009;41;22;42;23;21
games-server;2010;25;25;25;25;17
games-server;2011;18;9;18;9;18
games-server;2012;58;31;59;32;22
games-server;2013;17;15;17;15;7
games-server;2014;28;6;39;6;10
games-server;2015;52;24;57;24;30
games-server;2016;19;8;19;8;11
games-server;2017;14;22;16;23;9
games-server;2018;10;6;10;6;14
games-server;2019;18;9;18;9;20
games-server;2020;43;19;48;19;28
games-server;2021;7;2;8;2;22
games-server;2022;21;9;27;9;34
games-server;2023;;1;;1;7
games-simulation;2003;71;47;74;49;18
games-simulation;2004;188;145;197;151;76
games-simulation;2005;149;136;159;137;59
games-simulation;2006;145;117;157;118;55
games-simulation;2007;135;97;145;101;66
games-simulation;2008;61;54;64;54;40
games-simulation;2009;148;103;157;109;83
games-simulation;2010;70;73;73;74;79
games-simulation;2011;72;36;76;37;34
games-simulation;2012;139;107;147;109;50
games-simulation;2013;35;22;35;22;30
games-simulation;2014;16;7;17;7;22
games-simulation;2015;50;31;54;32;54
games-simulation;2016;48;28;52;28;30
games-simulation;2017;43;37;45;38;32
games-simulation;2018;7;4;7;4;20
games-simulation;2019;17;13;18;13;25
games-simulation;2020;39;31;45;32;49
games-simulation;2021;35;17;41;17;52
games-simulation;2022;15;8;16;8;37
games-simulation;2023;;2;;2;9
games-sports;2003;22;15;22;16;11
games-sports;2004;55;52;58;52;30
games-sports;2005;103;87;110;91;34
games-sports;2006;190;145;199;152;67
games-sports;2007;155;112;168;117;57
games-sports;2008;64;48;67;48;49
games-sports;2009;69;59;73;59;52
games-sports;2010;62;29;67;30;39
games-sports;2011;57;43;63;44;30
games-sports;2012;90;56;98;58;25
games-sports;2013;14;9;14;9;9
games-sports;2014;23;14;29;14;15
games-sports;2015;55;25;58;26;44
games-sports;2016;13;6;13;6;11
games-sports;2017;22;27;25;28;9
games-sports;2018;6;NA;6;NA;7
games-sports;2019;4;1;5;1;3
games-sports;2020;7;2;7;2;10
games-sports;2021;11;7;13;7;15
games-sports;2022;3;1;3;1;4
games-strategy;2003;139;98;145;103;48
games-strategy;2004;363;304;384;312;178
games-strategy;2005;413;364;436;374;192
games-strategy;2006;504;341;535;352;189
games-strategy;2007;358;236;394;243;169
games-strategy;2008;211;158;226;162;151
games-strategy;2009;269;204;279;210;184
games-strategy;2010;195;159;201;160;161
games-strategy;2011;169;108;188;112;109
games-strategy;2012;339;244;367;253;151
games-strategy;2013;143;97;150;98;98
games-strategy;2014;130;82;155;82;73
games-strategy;2015;171;119;185;121;132
games-strategy;2016;114;77;122;79;73
games-strategy;2017;68;49;76;50;45
games-strategy;2018;38;32;41;32;60
