path;year;n_neg_messages;n_pos_messages;n_negs;no_pos;n_commits
sys-fs;2005;823;608;865;619;518
sys-fs;2006;1030;750;1108;775;560
sys-fs;2007;721;525;774;541;567
sys-fs;2008;418;313;447;318;406
sys-fs;2009;382;269;400;283;399
sys-fs;2010;275;237;285;239;402
sys-fs;2011;334;251;365;256;369
sys-fs;2012;715;556;787;568;592
sys-fs;2013;585;409;618;416;577
sys-fs;2014;460;277;532;279;476
sys-fs;2015;348;242;380;249;383
sys-fs;2016;330;223;356;240;293
sys-fs;2017;314;217;335;218;334
sys-fs;2018;198;115;214;116;420
sys-fs;2019;179;105;205;106;449
sys-fs;2020;200;144;224;145;436
sys-fs;2021;167;112;196;115;545
sys-fs;2022;121;85;134;85;414
sys-fs;2023;15;8;18;9;109
sys-infiniband;2011;7;8;7;8;10
sys-infiniband;2012;11;11;13;12;13
sys-infiniband;2014;1;1;1;1;3
sys-infiniband;2015;7;3;7;3;6
sys-infiniband;2016;8;6;8;7;3
sys-kernel;2001;230;263;241;283;152
sys-kernel;2002;328;461;339;483;218
sys-kernel;2003;800;805;838;828;672
sys-kernel;2004;892;697;947;722;942
sys-kernel;2005;937;741;988;763;760
sys-kernel;2006;1119;799;1205;824;707
sys-kernel;2007;757;574;812;593;538
sys-kernel;2008;546;406;582;412;649
sys-kernel;2009;520;386;552;404;522
sys-kernel;2010;391;333;403;336;580
sys-kernel;2011;411;316;432;323;522
sys-kernel;2012;747;558;817;569;599
sys-kernel;2013;623;447;659;454;633
sys-kernel;2014;534;343;625;348;592
sys-kernel;2015;427;291;465;299;506
sys-kernel;2016;411;284;449;306;484
sys-kernel;2017;413;281;446;289;573
sys-kernel;2018;238;128;261;131;483
sys-kernel;2019;166;84;190;84;483
sys-kernel;2020;263;171;291;172;653
sys-kernel;2021;185;115;222;116;639
sys-kernel;2022;143;92;164;92;475
sys-kernel;2023;13;9;15;10;128
sys-kmods;2003;2;2;2;2;1
sys-libs;2001;152;169;157;177;100
sys-libs;2002;311;460;318;472;185
sys-libs;2003;543;557;563;574;342
sys-libs;2004;808;595;860;615;555
sys-libs;2005;803;650;851;669;552
sys-libs;2006;941;687;1009;712;486
sys-libs;2007;670;463;711;478;448
sys-libs;2008;334;259;360;263;356
sys-libs;2009;357;274;374;285;356
sys-libs;2010;286;224;296;226;319
sys-libs;2011;327;245;359;248;307
sys-libs;2012;614;442;673;451;390
sys-libs;2013;401;325;419;329;300
sys-libs;2014;375;230;430;233;320
sys-libs;2015;339;236;367;240;309
sys-libs;2016;339;229;371;246;319
sys-libs;2017;295;201;319;204;414
sys-libs;2018;225;118;246;121;482
sys-libs;2019;176;101;204;101;440
sys-libs;2020;226;152;252;154;555
sys-libs;2021;181;121;212;124;563
sys-libs;2022;141;105;162;105;570
sys-libs;2023;10;7;12;8;127
sys-power;2005;300;222;315;226;98
sys-power;2006;315;253;338;262;148
sys-power;2007;324;244;352;256;149
sys-power;2008;82;50;87;50;56
sys-power;2009;148;110;153;114;110
sys-power;2010;166;125;173;127;134
sys-power;2011;153;117;165;118;141
sys-power;2012;240;189;256;191;99
sys-power;2013;200;130;208;130;119
sys-power;2014;182;106;207;106;96
sys-power;2015;101;54;112;55;61
sys-power;2016;86;59;94;66;56
sys-power;2017;110;65;117;65;68
sys-power;2018;67;32;72;32;92
sys-power;2019;44;31;50;32;71
sys-power;2020;77;53;86;54;86
sys-power;2021;36;33;44;33;87
sys-power;2022;34;24;36;24;86
sys-power;2023;4;6;7;7;17
sys-process;2005;383;262;404;264;139
sys-process;2006;295;218;324;222;144
sys-process;2007;378;263;407;272;193
sys-process;2008;101;98;104;98;110
sys-process;2009;100;89;103;94;92
sys-process;2010;136;111;141;112;146
sys-process;2011;194;133;211;135;149
sys-process;2012;333;262;363;266;182
sys-process;2013;252;194;271;195;182
sys-process;2014;187;139;220;141;166
sys-process;2015;178;100;190;102;136
sys-process;2016;216;154;236;167;162
sys-process;2017;161;106;176;106;132
sys-process;2018;60;43;67;43;180
sys-process;2019;89;51;108;52;145
sys-process;2020;84;62;86;63;188
sys-process;2021;134;91;163;93;262
sys-process;2022;81;64;89;64;231
sys-process;2023;5;10;7;12;72
virtual;2005;2;4;2;5;6
virtual;2006;449;295;479;302;157
virtual;2007;281;245;299;252;146
virtual;2008;161;119;169;121;106
virtual;2009;300;220;319;232;282
virtual;2010;283;231;294;233;313
virtual;2011;366;263;404;271;344
virtual;2012;492;383;530;391;341
virtual;2013;382;267;408;271;261
virtual;2014;334;207;374;209;318
virtual;2015;204;130;225;133;183
virtual;2016;161;108;171;112;143
virtual;2017;225;163;244;171;223
virtual;2018;96;70;106;71;192
virtual;2019;130;63;151;63;225
virtual;2020;114;98;124;98;180
virtual;2021;120;88;138;90;309
virtual;2022;105;67;119;67;290
virtual;2023;9;5;9;6;55
www-apache;2004;51;39;54;40;20
www-apache;2005;229;194;241;199;103
www-apache;2006;330;205;354;216;92
www-apache;2007;263;204;283;212;135
www-apache;2008;118;106;135;110;82
www-apache;2009;126;118;131;123;110
www-apache;2010;138;105;143;105;79
www-apache;2011;86;78;94;80;84
www-apache;2012;227;178;243;182;104
www-apache;2013;168;100;174;102;68
www-apache;2014;120;77;138;78;87
www-apache;2015;120;74;123;77;89
www-apache;2016;116;91;129;96;71
www-apache;2017;76;56;80;56;68
www-apache;2018;19;16;19;16;42
www-apache;2019;33;18;35;18;56
www-apache;2020;40;37;41;38;56
www-apache;2021;42;28;55;28;86
www-apache;2022;28;14;28;14;58
www-apache;2023;2;2;2;2;10
www-apps;2004;185;156;198;164;121
www-apps;2005;714;581;748;597;469
www-apps;2006;754;581;814;600;445
www-apps;2007;515;366;559;379;328
www-apps;2008;239;189;255;189;258
www-apps;2009;156;123;165;131;155
www-apps;2010;233;179;244;180;248
www-apps;2011;251;188;269;191;243
www-apps;2012;469;321;511;327;279
www-apps;2013;325;256;343;259;263
www-apps;2014;276;176;328;179;212
www-apps;2015;207;118;226;118;183
www-apps;2016;318;215;346;229;272
www-apps;2017;226;162;243;167;232
www-apps;2018;129;68;140;69;215
www-apps;2019;130;81;145;81;257
www-apps;2020;148;96;161;97;250
www-apps;2021;116;75;144;77;307
www-apps;2022;117;81;131;81;357
www-apps;2023;13;11;16;13;84
www-client;2004;69;56;70;59;37
www-client;2005;747;605;789;625;489
www-client;2006;746;542;814;557;452
www-client;2007;569;417;604;431;450
www-client;2008;395;288;418;291;397
www-client;2009;444;317;467;329;525
www-client;2010;426;340;441;343;662
www-client;2011;488;369;531;377;693
www-client;2012;797;596;869;606;819
www-client;2013;608;433;643;439;575
www-client;2014;466;293;539;296;494
www-client;2015;425;278;459;284;549
www-client;2016;470;325;506;346;515
www-client;2017;402;274;434;282;527
www-client;2018;236;132;262;134;518
www-client;2019;210;117;241;118;510
www-client;2020;223;163;247;165;654
www-client;2021;186;113;221;115;597
www-client;2022;134;103;145;103;593
www-client;2023;14;7;16;8;104
www-misc;2004;34;20;34;21;14
www-misc;2005;141;127;149;132;50
www-misc;2006;67;47;72;48;22
www-misc;2007;114;81;125;83;50
www-misc;2008;23;16;24;16;15
www-misc;2009;34;24;35;25;25
www-misc;2010;29;32;29;32;35
www-misc;2011;64;39;66;39;36
www-misc;2012;112;114;122;117;66
www-misc;2013;70;46;72;47;29
www-misc;2014;45;31;49;31;37
www-misc;2015;50;28;55;28;38
www-misc;2016;35;35;40;38;29
www-misc;2017;34;28;36;28;38
www-misc;2018;19;11;21;12;40
www-misc;2019;32;18;37;18;37
www-misc;2020;40;20;49;20;50
www-misc;2021;17;12;21;12;36
www-misc;2022;5;4;5;4;16
www-misc;2023;;1;;1;5
www-plugins;2009;109;87;118;90;81
www-plugins;2010;157;126;162;127;124
www-plugins;2011;161;110;175;114;131
www-plugins;2012;245;189;276;192;110
www-plugins;2013;324;222;342;225;174
www-plugins;2014;250;139;279;140;179
www-plugins;2015;207;144;222;147;181
www-plugins;2016;230;160;246;167;154
www-plugins;2017;170;120;184;127;131
www-plugins;2018;112;67;120;68;120
www-plugins;2019;52;23;62;24;85
www-plugins;2020;81;59;90;60;121
www-plugins;2021;64;49;71;49;129
www-plugins;2022;51;42;57;42;109
www-plugins;2023;4;7;5;8;13
www-proxy;2004;111;66;117;69;39
www-proxy;2005;100;79;103;81;69
www-servers;2004;118;85;124;90;54
www-servers;2005;526;408;548;419;237
www-servers;2006;537;407;578;418;211
www-servers;2007;573;425;618;442;329
www-servers;2008;248;190;265;195;208
www-servers;2009;214;198;226;209;190
www-servers;2010;141;114;146;116;159
www-servers;2011;209;159;228;162;190
www-servers;2012;460;344;506;348;245
www-servers;2013;267;187;280;188;195
www-servers;2014;254;162;286;164;188
www-servers;2015;232;164;245;169;204
www-servers;2016;245;170;266;183;182
www-servers;2017;200;142;214;142;177
www-servers;2018;92;66;101;67;177
www-servers;2019;100;47;117;47;157
www-servers;2020;148;96;161;96;232
www-servers;2021;102;60;130;61;229
www-servers;2022;66;57;74;57;202
www-servers;2023;6;10;8;12;60
x11-apps;2005;249;177;264;180;93
x11-apps;2006;476;372;518;387;187
x11-apps;2007;219;148;235;153;119
x11-apps;2008;74;78;78;79;60
x11-apps;2009;200;124;209;132;142
x11-apps;2010;103;92;107;93;107
x11-apps;2011;137;119;144;123;103
x11-apps;2012;224;179;233;183;88
x11-apps;2013;100;74;103;75;51
x11-apps;2014;78;40;86;40;38
x11-apps;2015;114;76;122;78;67
x11-apps;2016;45;27;54;28;39
x11-apps;2017;70;41;73;42;52
x11-apps;2018;53;20;59;20;62
x11-apps;2019;53;23;61;23;108
x11-apps;2020;34;25;37;26;56
x11-apps;2021;47;21;61;21;73
x11-apps;2022;36;29;40;29;78
x11-apps;2023;1;NA;1;NA;24
x11-base;2001;68;74;72;82;51
x11-base;2002;252;343;259;363;132
x11-base;2003;428;426;445;440;201
x11-base;2004;473;357;506;369;250
x11-base;2005;519;408;546;423;265
x11-base;2006;507;339;548;355;169
x11-base;2007;238;168;262;175;102
x11-base;2008;118;76;125;78;73
x11-base;2009;210;142;223;147;119
x11-base;2010;85;74;90;74;90
x11-base;2011;106;88;108;91;85
x11-base;2012;170;136;182;139;71
x11-base;2013;94;77;101;78;60
x11-base;2014;53;27;63;27;25
x11-base;2015;83;64;88;66;58
x11-base;2016;41;36;42;38;26
x11-base;2017;49;38;51;39;57
x11-base;2018;28;18;31;19;73
x11-base;2019;39;25;46;25;61
x11-base;2020;38;26;43;26;64
x11-base;2021;36;28;47;29;79
x11-base;2022;29;22;31;22;81
x11-base;2023;2;2;2;2;12
x11-drivers;2005;168;125;180;129;53
x11-drivers;2006;483;364;515;374;204
x11-drivers;2007;409;309;436;320;174
x11-drivers;2008;276;214;301;219;247
x11-drivers;2009;312;236;330;246;265
x11-drivers;2010;216;179;223;181;227
x11-drivers;2011;236;183;246;188;230
x11-drivers;2012;484;337;535;343;258
x11-drivers;2013;313;216;331;218;213
x11-drivers;2014;211;149;241;151;139
x11-drivers;2015;199;126;211;128;152
x11-drivers;2016;172;129;183;135;136
x11-drivers;2017;126;85;135;86;116
x11-drivers;2018;55;38;61;38;118
x11-drivers;2019;73;36;84;36;111
x11-drivers;2020;83;56;97;56;83
x11-drivers;2021;59;38;75;40;110
x11-drivers;2022;46;33;49;33;123
x11-drivers;2023;5;1;5;1;29
x11-libs;2001;157;155;165;167;85
x11-libs;2002;438;568;451;594;310
x11-libs;2003;629;623;656;636;384
x11-libs;2004;798;605;851;621;551
x11-libs;2005;872;700;917;716;640
x11-libs;2006;1014;760;1094;787;702
x11-libs;2007;830;599;884;621;659
x11-libs;2008;469;358;499;364;517
x11-libs;2009;476;343;503;362;559
x11-libs;2010;339;282;354;284;548
x11-libs;2011;423;316;452;323;535
x11-libs;2012;720;533;788;544;618
x11-libs;2013;461;332;488;333;413
x11-libs;2014;360;231;420;234;332
x11-libs;2015;302;196;327;199;338
x11-libs;2016;293;193;324;207;239
x11-libs;2017;303;208;320;211;351
x11-libs;2018;208;112;228;113;357
x11-libs;2019;151;77;172;77;299
x11-libs;2020;185;116;204;117;276
x11-libs;2021;116;70;140;71;327
x11-libs;2022;106;72;119;72;298
x11-libs;2023;9;5;10;5;60
x11-misc;2001;73;87;77;96;42
x11-misc;2002;512;687;525;716;296
x11-misc;2003;611;607;638;623;422
x11-misc;2004;872;682;925;704;665
x11-misc;2005;844;682;891;701;646
x11-misc;2006;1049;755;1123;780;669
x11-misc;2007;785;582;838;603;675
x11-misc;2008;448;344;470;347;501
x11-misc;2009;407;328;434;343;464
x11-misc;2010;346;292;358;294;514
x11-misc;2011;362;276;384;282;498
x11-misc;2012;707;547;777;558;690
x11-misc;2013;487;369;514;373;419
x11-misc;2014;450;294;527;298;387
x11-misc;2015;409;267;445;274;387
x11-misc;2016;385;254;413;271;363
x11-misc;2017;262;193;282;193;379
x11-misc;2018;181;108;195;110;399
x11-misc;2019;176;92;200;93;374
x11-misc;2020;193;145;212;145;455
x11-misc;2021;159;101;189;101;542
x11-misc;2022;106;81;120;81;452
x11-misc;2023;11;9;12;10;85
x11-plugins;2002;87;112;90;115;54
x11-plugins;2003;359;324;373;337;174
x11-plugins;2004;598;482;634;493;381
x11-plugins;2005;553;454;577;469;270
x11-plugins;2006;541;400;572;411;246
x11-plugins;2007;481;361;515;376;266
x11-plugins;2008;240;210;256;211;251
x11-plugins;2009;145;101;154;106;143
x11-plugins;2010;184;160;193;161;168
x11-plugins;2011;80;73;86;74;80
x11-plugins;2012;264;187;282;191;125
x11-plugins;2013;49;56;52;56;44
x11-plugins;2014;113;77;136;78;65
x11-plugins;2015;147;95;157;98;94
x11-plugins;2016;106;88;118;97;70
x11-plugins;2017;129;86;136;86;112
x11-plugins;2018;46;20;53;20;105
x11-plugins;2019;37;25;40;25;64
x11-plugins;2020;45;26;49;26;85
x11-plugins;2021;55;32;63;32;70
x11-plugins;2022;30;26;35;26;68
x11-plugins;2023;1;NA;1;NA;16
x11-proto;2005;87;83;93;87;30
x11-proto;2006;214;155;234;157;65
x11-proto;2007;137;98;144;101;61
x11-proto;2008;57;32;60;33;20
x11-proto;2009;69;56;73;56;52
x11-proto;2010;45;45;47;45;58
x11-proto;2011;71;60;72;62;56
x11-proto;2012;147;113;154;115;49
x11-proto;2013;76;65;79;65;48
x11-proto;2014;49;28;58;28;25
x11-proto;2015;42;38;46;39;28
x11-proto;2016;33;19;39;20;21
x11-proto;2017;25;23;26;23;23
x11-proto;2018;29;11;32;11;20
x11-terms;2001;60;70;63;72;31
x11-terms;2002;190;242;197;250;104
x11-terms;2003;213;202;217;206;98
x11-terms;2004;409;348;437;360;269
x11-terms;2005;446;333;474;339;204
x11-terms;2006;431;319;463;329;207
x11-terms;2007;242;183;268;191;129
x11-terms;2008;272;181;293;186;163
x11-terms;2009;200;156;211;162;156
x11-terms;2010;180;114;186;114;147
x11-terms;2011;165;114;180;117;131
x11-terms;2012;305;243;349;250;151
x11-terms;2013;206;139;214;139;106
x11-terms;2014;83;51;103;52;85
x11-terms;2015;169;110;185;115;112
x11-terms;2016;122;93;136;104;81
x11-terms;2017;91;79;101;79;95
x11-terms;2018;109;51;118;52;163
x11-terms;2019;53;25;58;25;121
x11-terms;2020;114;73;122;73;165
x11-terms;2021;81;57;95;58;189
x11-terms;2022;77;55;85;55;192
x11-terms;2023;8;5;8;6;46
x11-themes;2002;170;224;173;235;91
x11-themes;2003;482;461;504;475;245
x11-themes;2004;617;494;656;504;372
x11-themes;2005;644;520;676;532;403
x11-themes;2006;721;522;772;536;316
x11-themes;2007;528;403;560;421;344
x11-themes;2008;270;226;291;228;274
x11-themes;2009;330;236;349;247;236
x11-themes;2010;177;149;182;149;168
x11-themes;2011;189;144;202;147;172
x11-themes;2012;475;366;510;376;253
x11-themes;2013;177;145;190;145;127
x11-themes;2014;161;110;194;110;118
x11-themes;2015;136;73;143;73;117
x11-themes;2016;146;105;162;116;101
x11-themes;2017;142;83;151;83;133
x11-themes;2018;96;60;105;62;148
x11-themes;2019;103;45;124;45;145
x11-themes;2020;111;56;122;56;136
x11-themes;2021;56;56;69;56;167
x11-themes;2022;52;37;56;37;120
x11-themes;2023;5;NA;5;NA;29
x11-wm;2001;141;164;145;176;78
x11-wm;2002;437;573;447;597;232
x11-wm;2003;611;592;634;606;360
x11-wm;2004;678;512;717;533;404
x11-wm;2005;562;454;592;462;306
x11-wm;2006;612;456;654;468;321
x11-wm;2007;632;437;675;457;333
x11-wm;2008;249;175;269;178;223
x11-wm;2009;227;181;240;189;201
x11-wm;2010;226;171;236;171;222
x11-wm;2011;257;180;276;183;197
x11-wm;2012;425;323;471;329;245
x11-wm;2013;297;227;310;228;207
x11-wm;2014;243;139;279;139;163
x11-wm;2015;254;175;270;179;197
x11-wm;2016;175;124;195;139;134
x11-wm;2017;182;133;191;133;176
x11-wm;2018;113;56;120;57;163
x11-wm;2019;97;58;107;59;160
x11-wm;2020;131;102;143;102;251
x11-wm;2021;117;82;135;85;240
x11-wm;2022;83;57;94;57;197
x11-wm;2023;8;2;8;2;42
xfce-base;2003;64;66;68;68;24
xfce-base;2004;129;102;136;105;52
xfce-base;2005;82;87;87;90;53
xfce-base;2006;97;78;108;84;49
xfce-base;2007;274;225;298;234;151
xfce-base;2008;47;36;48;36;47
xfce-base;2009;108;90;116;91;80
xfce-base;2010;112;74;119;75;116
xfce-base;2011;95;75;103;76;76
xfce-base;2012;108;114;119;116;50
xfce-base;2013;14;19;15;19;14
xfce-base;2014;70;25;80;25;37
xfce-base;2015;62;38;66;41;39
xfce-base;2016;48;39;53;45;20
xfce-base;2017;73;46;81;47;48
xfce-base;2018;51;29;55;29;57
xfce-base;2019;59;26;66;27;61
xfce-base;2020;70;53;75;53;101
xfce-base;2021;56;41;64;42;98
xfce-base;2022;23;13;28;13;73
xfce-base;2023;3;4;3;4;23
xfce-extra;2003;95;95;100;97;34
xfce-extra;2004;146;128;155;130;64
xfce-extra;2005;193;160;201;165;82
xfce-extra;2006;81;52;88;53;65
xfce-extra;2007;473;335;509;350;253
xfce-extra;2008;146;103;154;104;116
xfce-extra;2009;151;121;160;125;124
xfce-extra;2010;127;80;137;81;108
xfce-extra;2011;118;96;122;97;119
xfce-extra;2012;212;187;242;192;99
xfce-extra;2013;129;65;135;68;50
xfce-extra;2014;96;44;104;44;55
xfce-extra;2015;81;43;85;44;53
xfce-extra;2016;40;31;40;33;41
xfce-extra;2017;86;67;95;69;67
xfce-extra;2018;73;43;80;43;80
xfce-extra;2019;70;31;79;32;84
xfce-extra;2020;79;57;85;57;101
xfce-extra;2021;43;29;54;30;101
xfce-extra;2022;29;16;34;16;71
xfce-extra;2023;6;3;6;4;28
